SITE,PROV,BLOCK,TREE,S_MAT,S_MCMT,S_MAP,S_MSP,S_Latitude,S_Longitude,S_Elevation,P_MAT,P_MCMT,P_MAP,P_MSP,P_Elevation,P_Latitude,P_Longitude,Height,live
MID,57,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,888.5835755,1
MID,57,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,941.3105691,1
MID,57,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,951.8603582,1
MID,57,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,940.8124759,1
MID,57,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,890.1353249,1
MID,57,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,919.8927719,1
MID,57,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,956.2360178,1
MID,57,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,884.590784,1
MID,57,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,813.8160757,1
MID,57,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,968.1746278,1
MID,57,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,747.5540094,1
MID,57,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,901.0115899,1
MID,57,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,911.0552192,1
MID,57,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-10.2,893,349,671,53.95086218,-122.1304065,952.3052301,1
MID,58,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,893.0005987,1
MID,58,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,851.7124092,1
MID,58,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,861.8386973,1
MID,58,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,905.1311078,1
MID,58,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,811.5297352,1
MID,58,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,898.5409587,1
MID,58,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,847.9174667,1
MID,58,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,888.4171471,1
MID,58,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,907.2956295,1
MID,58,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,868.3052411,1
MID,58,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,865.7649158,1
MID,58,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,903.1612855,1
MID,58,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,714.879218,1
MID,58,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,902.9117594,1
MID,58,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,865.7649158,1
MID,58,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,899.5930722,1
MID,58,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,834.7724656,1
MID,58,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,3,-9,775,322,610,55.76197975,-127.8323725,904.8873472,1
MID,59,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,858.6948462,1
MID,59,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,881.2376242,1
MID,59,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,713.256443,1
MID,59,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,830.9242636,1
MID,59,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,841.4332062,1
MID,59,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,892.8030155,1
MID,59,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,829.2237372,1
MID,59,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,902.7317451,1
MID,59,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,913.824853,1
MID,59,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,713.256443,1
MID,59,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,928.3751434,1
MID,59,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,869.6964829,1
MID,59,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,920.6639998,1
MID,59,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,867.153675,1
MID,59,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,713.256443,1
MID,59,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,822.4206433,1
MID,59,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,856.9160022,1
MID,59,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,1.8,-11.1,637,434,1204,53.27385379,-117.1293034,891.6631588,1
MID,60,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,807.5836682,1
MID,60,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,767.6875622,1
MID,60,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,781.2847595,1
MID,60,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,743.7018067,1
MID,60,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,737.7464185,1
MID,60,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,697.3648385,1
MID,60,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,765.5890936,1
MID,60,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,746.3428147,1
MID,60,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,612.4798826,1
MID,60,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,733.6709452,1
MID,60,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,731.339032,1
MID,60,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,745.6633793,1
MID,60,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,769.9771815,1
MID,60,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,771.8382748,1
MID,60,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,770.6067314,1
MID,60,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,784.3216236,1
MID,60,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,774.4955829,1
MID,60,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.1,-17.2,528,310,853,59.08435338,-125.9144394,743.3846284,1
MID,62,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,898.3417273,1
MID,62,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,855.6497013,1
MID,62,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,868.6888975,1
MID,62,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,845.867037,1
MID,62,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,801.7610373,1
MID,62,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,838.5296033,1
MID,62,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,847.8398266,1
MID,62,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,899.5082866,1
MID,62,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,786.2292711,1
MID,62,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,880.1861553,1
MID,62,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,894.7539427,1
MID,62,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,892.0265469,1
MID,62,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,894.9975835,1
MID,62,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,854.9624737,1
MID,62,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,909.0582027,1
MID,62,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,706.1077605,1
MID,62,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,887.8794349,1
MID,62,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.9,-8.3,951,398,1113,53.22614398,-121.4492686,897.1610961,1
MID,65,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,625.7594053,1
MID,65,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,692.499715,1
MID,65,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,524.6747546,1
MID,65,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,524.6747546,1
MID,65,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,524.6747546,1
MID,65,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,524.6747546,1
MID,65,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,623.570648,1
MID,65,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,648.3765867,1
MID,65,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,610.2839876,1
MID,65,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,701.9084297,1
MID,65,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,666.1721844,1
MID,65,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,667.1377584,1
MID,65,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,688.888206,1
MID,65,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,681,1
MID,65,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,626.0060492,1
MID,65,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,631.372583,1
MID,65,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,631.372583,1
MID,65,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.4,-14.8,691,477,1173,58.58692857,-124.6936927,524.6747546,1
MID,67,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,843.9715184,1
MID,67,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,913.5487533,1
MID,67,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,731.7458755,1
MID,67,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,731.7458755,1
MID,67,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,930.4547359,1
MID,67,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,903.6475238,1
MID,67,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,922.0773218,1
MID,67,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,940.9641062,1
MID,67,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,914.9587224,1
MID,67,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,875.1208206,1
MID,67,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,889.2181023,1
MID,67,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,910.306334,1
MID,67,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,843.1670879,1
MID,67,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,896.0870191,1
MID,67,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,844.17328,1
MID,67,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,932.4983192,1
MID,67,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,852.6964984,1
MID,67,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,3.5,-8.6,522,245,991,51.9751106,-121.2568009,940.3325153,1
MID,71,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,472.6052595,1
MID,71,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,603.6667927,1
MID,71,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,517.2987296,1
MID,71,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,591.9408757,1
MID,71,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,597.1592316,1
MID,71,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,606.2716783,1
MID,71,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,472.6052595,1
MID,71,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,628.8235352,1
MID,71,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,605.9557606,1
MID,71,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,572.6105096,1
MID,71,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,624.1820247,1
MID,71,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,557.676942,1
MID,71,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,580.0002758,1
MID,71,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,630.4008108,1
MID,71,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,544.0560128,1
MID,71,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,633.7093533,1
MID,71,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,472.6052595,1
MID,71,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,5.7,-2.3,2709,844,23,56.83856854,-133.0411121,627.9118725,1
MID,73,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,767.580172,1
MID,73,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,814.7537536,1
MID,73,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,716.7444567,1
MID,73,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,798.1567985,1
MID,73,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,816.6518062,1
MID,73,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,776.8304485,1
MID,73,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,799.9833779,1
MID,73,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,779.3048179,1
MID,73,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,712.3674356,1
MID,73,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,748.7394598,1
MID,73,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,858.1489785,1
MID,73,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,804.0006366,1
MID,73,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,759.8818518,1
MID,73,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,794.2308146,1
MID,73,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,811.8301605,1
MID,73,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,809.82298,1
MID,73,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,767.580172,1
MID,73,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.1,-12,811,273,697,54.68176754,-122.9124507,801.4533092,1
MID,74,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,789.6437388,1
MID,74,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,741.7809839,1
MID,74,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,730.6925264,1
MID,74,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,747.6011461,1
MID,74,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,787.3007217,1
MID,74,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,792.4121686,1
MID,74,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,817.2280261,1
MID,74,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,779.0820603,1
MID,74,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,790.1544051,1
MID,74,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,670.3654362,1
MID,74,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,750.9264036,1
MID,74,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,775.2099792,1
MID,74,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,763.9120599,1
MID,74,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,755.256205,1
MID,74,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,785.1483793,1
MID,74,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,802.4862402,1
MID,74,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,773.81525,1
MID,74,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,-1.7,-20,512,275,640,59.89691491,-128.5547391,743.3877382,1
MID,78,3,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,873.2082364,1
MID,78,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,900.2427749,1
MID,78,3,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,928.7802638,1
MID,78,4,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,910.8033781,1
MID,78,3,6,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,866.7055433,1
MID,78,3,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,867.2237192,1
MID,78,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,937.2133417,1
MID,78,4,3,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,881.3345709,1
MID,78,3,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,864.6678973,1
MID,78,4,2,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,864.6678973,1
MID,78,3,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,907.9490531,1
MID,78,4,1,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,877.073046,1
MID,78,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,917.6647393,1
MID,78,4,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,874.365221,1
MID,78,4,9,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,881.6861033,1
MID,78,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,879.6343921,1
MID,78,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,870.4169434,1
MID,78,3,8,1.9,-12.9,565,247,54.199481,-125.002,670,2.2,-9.8,568,238,968,53.97166909,-125.1424531,914.055567,1
MID,80,4,5,1.9,-12.9,565,247,54.199481,-125.002,670,6.6,-2,535,117,1615,42.27424923,-120.776872,403.3124042,1
MID,80,4,6,1.9,-12.9,565,247,54.199481,-125.002,670,6.6,-2,535,117,1615,42.27424923,-120.776872,403.3124042,1
MID,80,3,7,1.9,-12.9,565,247,54.199481,-125.002,670,6.6,-2,535,117,1615,42.27424923,-120.776872,523.3275022,1
MID,80,4,4,1.9,-12.9,565,247,54.199481,-125.002,670,6.6,-2,535,117,1615,42.27424923,-120.776872,403.3124042,1
MID,80,3,9,1.9,-12.9,565,247,54.199481,-125.002,670,6.6,-2,535,117,1615,42.27424923,-120.776872,403.3124042,1
