SITE,PROV,BLOCK,TREE,S_MAT,S_MCMT,S_MAP,S_MSP,S_Latitude,S_Longitude,S_Elevation,P_MAT,P_MCMT,P_MAP,P_MSP,P_Elevation,P_Latitude,P_Longitude,Height,live
NORTH,30,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,187.4244914,1
NORTH,30,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,159.2994822,1
NORTH,30,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,159.2994822,1
NORTH,30,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,192.5169003,1
NORTH,30,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,159.2994822,1
NORTH,30,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,252.8145933,1
NORTH,30,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,3,-9.8,1051,404,838,54.00588884,-121.8604061,159.2994822,1
NORTH,31,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,31,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,6.7,-3.5,537,203,1311,45.71234059,-117.1642467,0,0
NORTH,32,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,389.9220733,1
NORTH,32,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,389.9220733,1
NORTH,32,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,374.5335555,1
NORTH,32,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,358.8541071,1
NORTH,32,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,380.9467805,1
NORTH,32,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,395.9827008,1
NORTH,32,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,395.9827008,1
NORTH,32,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,366.2626687,1
NORTH,32,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,417.2177226,1
NORTH,32,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,384.7399968,1
NORTH,32,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,428.9858103,1
NORTH,32,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,406.3436566,1
NORTH,32,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,380.9467805,1
NORTH,32,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,395.9827008,1
NORTH,32,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,395.9827008,1
NORTH,32,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,380.9467805,1
NORTH,32,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,302.7591679,1
NORTH,32,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,-0.7,-20.4,505,313,457,58.41736266,-122.7900517,302.7591679,1
NORTH,33,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,133.0285459,1
NORTH,33,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,141.4765812,1
NORTH,33,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,135.7104041,1
NORTH,33,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,197.765081,1
NORTH,33,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,123.156195,1
NORTH,33,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,183.9346229,1
NORTH,33,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,141.4765812,1
NORTH,33,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,33,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,181.4164245,1
NORTH,33,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,2.6,-11.4,519,238,732,53.94281314,-124.4907118,112.0558262,1
NORTH,34,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,438.8284271,1
NORTH,34,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,466.1888028,1
NORTH,34,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,446.843224,1
NORTH,34,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,400.653738,1
NORTH,34,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,400.653738,1
NORTH,34,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,340.5853928,1
NORTH,34,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,340.5853928,1
NORTH,34,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,446.843224,1
NORTH,34,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,428,1
NORTH,34,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,340.5853928,1
NORTH,34,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,438.8284271,1
NORTH,34,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,466.1888028,1
NORTH,34,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,415.5289075,1
NORTH,34,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,424.4858996,1
NORTH,34,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,479.7160124,1
NORTH,34,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,418.3368412,1
NORTH,34,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,432.1663414,1
NORTH,34,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,-1.2,-17.5,443,204,792,59.18290993,-129.7254367,428,1
NORTH,35,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,35,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,7.5,-0.4,2423,428,549,45.26535059,-121.9451891,0,0
NORTH,36,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,36,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,4,-3.5,3660,1477,46,59.54213775,-139.0636732,0,0
NORTH,37,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,350.3649968,1
NORTH,37,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,443.0733659,1
NORTH,37,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,350.3649968,1
NORTH,37,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,409.7063088,1
NORTH,37,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,350.3649968,1
NORTH,37,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,435.6205819,1
NORTH,37,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,411.9600005,1
NORTH,37,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,350.3649968,1
NORTH,37,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,469.869484,1
NORTH,37,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,443.0733659,1
NORTH,37,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,411.9600005,1
NORTH,37,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,429.543995,1
NORTH,37,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,426.7589722,1
NORTH,37,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,507.1965176,1
NORTH,37,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,510.9987443,1
NORTH,37,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,454.2633229,1
NORTH,37,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,350.3649968,1
NORTH,37,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,-1,-21.1,445,280,716,57.30073737,-117.6359776,429.543995,1
NORTH,38,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,432.6111021,1
NORTH,38,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,429.6201037,1
NORTH,38,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,384.8239392,1
NORTH,38,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,411.8238026,1
NORTH,38,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,422.8279352,1
NORTH,38,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,323.3312651,1
NORTH,38,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,387.2570877,1
NORTH,38,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,397.8625153,1
NORTH,38,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,407.5846586,1
NORTH,38,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,457.0468069,1
NORTH,38,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,432.6111021,1
NORTH,38,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,426.4016824,1
NORTH,38,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,323.3312651,1
NORTH,38,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,367.1498307,1
NORTH,38,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,448.0565731,1
NORTH,38,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,411.8238026,1
NORTH,38,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,323.3312651,1
NORTH,38,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,-4.2,-24.7,442,260,876,63.40896786,-136.490559,422.8279352,1
NORTH,40,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,167.5440872,1
NORTH,40,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,165.1135004,1
NORTH,40,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,184.2952127,1
NORTH,40,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,167.5440872,1
NORTH,40,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,198.6929216,1
NORTH,40,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,253.6706601,1
NORTH,40,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,40,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,218.417422,1
NORTH,40,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,1.6,-9.3,723,230,1005,54.69117237,-127.4026603,143.388363,1
NORTH,41,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,341.5687588,1
NORTH,41,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,5,5,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,269.2251757,1
NORTH,41,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,6,3,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,253.800489,1
NORTH,41,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,5,2,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,253.800489,1
NORTH,41,6,8,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,334.8194751,1
NORTH,41,6,4,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,330.0602472,1
NORTH,41,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,330.0602472,1
NORTH,41,6,9,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,5,9,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,327.5815949,1
NORTH,41,6,5,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,279.2541321,1
NORTH,41,5,7,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,41,5,1,-1.6,-19.4,471,232,59.685,-129.129,730,2.2,-8.4,994,412,1280,52.97286224,-121.4154194,228.826627,1
NORTH,42,6,2,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,5,4,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,5,8,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,6,1,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,6,7,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,6,6,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,5,6,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
NORTH,42,5,3,-1.6,-19.4,471,232,59.685,-129.129,730,5.2,-3.9,690,147,2179,41.08835538,-120.2485752,0,0
